id,name,date,source,href
1,Минтранс США предложил запретить продажу авиабилетов в Белоруссию,"datetime=""2021-06-30T00:56:58Z""",ВЗГЛЯД.РУ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
2,"«И России, и Китаю наплевать на Афганистан»","datetime=""2021-06-30T00:56:58Z""",Росбалт,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
3,При ракетном ударе по базе США в Сирии повреждены два здания,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
4,Беднякам тут не место. Китайцы мечтали победить нищету. Как им помогли интернет и коммунизм?,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
5,Ким Чен Ын заявил о «кризисе» распространения коронавируса в КНДР,"datetime=""2021-06-30T00:56:58Z""",Известия,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
6,"Почему обрушился дом в Майами? Пока спасатели ищут выживших, инженеры выдвигают версии","datetime=""2021-06-30T00:56:58Z""",Би-би-си Русская служба,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
7,Украина обвинила Белоруссию в неуважении демократии из-за конфликта с ЕС,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
8,В Чехии выявлен первый случай штамма коронавируса «лямбда»,"datetime=""2021-06-30T00:56:58Z""",RT на русском,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
9,Ялта накопила более чем годовой запас воды в водохранилищах,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
10,Исследователи нашли самые старые останки жертвы чумы,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
11,"'There is still hope,' rescue team leader says as search enters 7th day at Florida building collapse","datetime=""2021-06-30T07:09:54Z""",CNN ,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
12,"В странах, победивших коронавирус, новая беда. И более заразная","datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
13,Турция захотела тренировать украинских военных,"datetime=""2021-06-30T00:56:58Z""",ВЗГЛЯД.РУ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
14,BOE botched NYC mayoral primary results by including 'test' run,"datetime=""2021-06-30T07:09:54Z""",New York Post ,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
15,North Korea Reports a 'Great Crisis' in Covid Response,"datetime=""2021-06-30T07:09:54Z""",The New York Times,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
16,Lava Fire apology: Crews had left before the blaze exploded,"datetime=""2021-06-30T07:09:54Z""",San Francisco Chronicle,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
17,Supreme Court leaves CDC eviction moratorium in place,"datetime=""2021-06-30T07:09:54Z""",The Associated Press,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
18,США терпят турецкую наглость из-за России,"datetime=""2021-06-30T00:56:58Z""",ВЗГЛЯД.РУ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
19,Меркель: диалог с Россией не означает дружеских переговоров,"datetime=""2021-06-30T00:56:58Z""",Газета.Ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
20,Northwest heat wave wilts new GOP climate resolve,"datetime=""2021-06-30T07:09:54Z""",POLITICO,https://news.google.com/articles/CAIiEOMFqnGvD0RwFoQbanGV8r8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen
21,Украинский политолог рассказал о совместном «удушении» Украины Западом,"datetime=""2021-06-30T00:56:58Z""",Известия,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
22,Глава МИД Германии проспорил ящик пива коллеге из Великобритании,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
23,Названы самые популярные темы прямой линии с Путиным,"datetime=""2021-06-30T07:01:00Z""",Lenta.ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
24,Число погибших при обрушении дома во Флориде выросло до 11 человек,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
25,Американский флот опроверг сведения о направлении эсминца в сторону Крыма,"datetime=""2021-06-30T07:01:00Z""",РБК,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
26,В Южной Корее выявили максимальное с апреля число новых случаев COVID-19,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
27,Определились все пары 1/4 финала чемпионата Европы по футболу,"datetime=""2021-06-30T07:01:00Z""",ЕВРО-2020,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
28,Экс-депутат Рады назвал сценарий распада Украины на четыре части,"datetime=""2021-06-30T00:56:58Z""",URA.Ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
29,Гватемала попросила вернуть деньги за покупку «Спутника V»,"datetime=""2021-06-30T07:01:00Z""",Ведомости,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
30,Азиатская страна оставит мир без одежды,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
31,В Роспотребнадзоре назвали главные правила вакцинации от COVID-19,"datetime=""2021-06-30T07:01:00Z""",URA.Ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
32,Эксперт рассказал о последствиях промедления в вакцинации,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
33,Стало известно о проблемах иностранцев с получением QR-кода в Москве,"datetime=""2021-06-30T07:01:00Z""",Lenta.ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
34,Пелоси представила резолюцию о расследовании беспорядков у Капитолия,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
35,Некоторые категории таксистов в России предложили лишить доступа к агрегаторам,"datetime=""2021-06-30T07:01:00Z""",Lenta.ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
36,Полный локдаун в Сиднее из-за дельта-штамма коронавируса. Фоторепортаж,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
37,Во многих регионах России ожидается аномальная жара,"datetime=""2021-06-30T07:01:00Z""",Коммерсантъ,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
38,Капитализация Facebook впервые превысила $1 трлн,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
39,Российский регион ограничил въезд для непривитых,"datetime=""2021-06-30T07:01:00Z""",РБК,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
40,Новая Афганская. Чем грозят России берущие власть в свои руки талибы?,"datetime=""2021-06-30T00:56:58Z""",Аргументы и Факты – aif.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
41,В Приморье нашли тела еще двух пропавших на реке Уссури детей,"datetime=""2021-06-30T07:01:00Z""",ТАСС,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
42,"Археологи обнаружили 4400-летний посох, неотличимый от змеи","datetime=""2021-06-30T00:56:58Z""",Московский Комсомолец,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
43,В Туве прекратили работу детских лагерей из-за вспышки COVID-19,"datetime=""2021-06-30T07:01:00Z""",РБК,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
44,Польша отказывается платить за свои грехи,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
45,Песков заявил о добровольной вакцинации в России,"datetime=""2021-06-30T07:01:00Z""",URA.Ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
46,Ученые заявили о возможности смешивания доз вакцин от Pfizer и AstraZeneca,"datetime=""2021-06-30T00:56:58Z""",Российская Газета,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
47,Су-24 и Су-30 заставили фрегат Evertsen изменить курс в Черном море,"datetime=""2021-06-30T07:01:00Z""",Известия,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
48,"На севере Эфиопии повстанцы заняли город Мэкэле, армия отступила","datetime=""2021-06-30T00:56:58Z""",Радио Свобода ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
49,В результате крупного ДТП на Кубани погибли пять человек,"datetime=""2021-06-30T07:01:00Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
50,В Абу-Даби без прививки от COVID-19 запретят посещать общественные места,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
51,«Человек неконтролируемо сгорает» Новый штамм коронавируса все чаще поражает молодежь. К чему готовиться россиянам?,"datetime=""2021-06-30T07:01:00Z""",Lenta.ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
52,«Прививаться всем и прямо сейчас»: зарубежные эксперты о мутациях COVID,"datetime=""2021-06-30T00:56:58Z""",РБК,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
53,В метро Лондона произошел взрыв,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
54,ТАСС: авиакомпании могут отменить 50% рейсов на курорты Кубани,"datetime=""2021-06-30T07:01:00Z""",RT на русском,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
55,Экс-президента ЮАР Зуму приговорили к 15 месяцам тюрьмы за неуважение к суду,"datetime=""2021-06-30T00:56:58Z""",Би-би-си Русская служба,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
56,"Генпрокурор Чехии, споривший из-за дела Врбетице, ушел в отставку","datetime=""2021-06-30T07:01:00Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
57,В Греции нашли украденные картины Пикассо и Мондриана,"datetime=""2021-06-30T00:56:58Z""",Lenta.ru,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
58,Союз пациентов попросил не запрещать плановую госпитализацию непривитых,"datetime=""2021-06-30T07:01:00Z""",РБК,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
59,Байден поздравил Пашиняна через неделю после выборов в Армении,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
60,"В АТОР не исключили, что Турция закроет границы для России","datetime=""2021-06-30T07:01:00Z""",URA.Ru,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
61,"В США создали маску, позволяющую определить, заражен ли человек коронавирусом","datetime=""2021-06-30T00:56:58Z""",ТАСС,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
62,"В Туве перевернулась машина с семью подростками, один из них погиб","datetime=""2021-06-30T07:01:00Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
63,Чешское слово: почему Прага заговорила о желании наладить диалог с РФ,"datetime=""2021-06-30T00:56:58Z""",Известия,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
64,Рестораторы не увидели смысла в поддержке властей Москвы,"datetime=""2021-06-30T07:01:00Z""",Ведомости,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
65,Турецкие амбиции. Грозит ли Стамбульский канал российскому флоту,"datetime=""2021-06-30T00:56:58Z""",РИА НОВОСТИ,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
66,"Не в бровь, а в «Глаз Бога»","datetime=""2021-06-30T07:01:00Z""",Коммерсантъ,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
67,Партия президента Франции Эмманюэля Макрона проиграла региональные выборы,"datetime=""2021-06-30T00:56:58Z""",Ведомости,https://news.google.com/articles/CAIiENlcffOjQ9N8biRFVinkV4wqGQgEKhAIACoHCAow_Y-ICzCvxYYDMKiXmgY?hl=ru&gl=RU&ceid=RU%3Aru
68,"QR-коды в магазинах и транспорте, обыски у «Проекта». Главное за день","datetime=""2021-06-30T07:01:00Z""",РБК,https://news.google.com/articles/CAIiEM8WZyKdizqpPdJK-LbDa9QqGAgEKg8IACoHCAowpuXNATCT2ScwiM-aAQ?hl=ru&gl=RU&ceid=RU%3Aru
